1653131548.686	/MyCase1	16339	0	0	0	0	0	0	0	0	200
1653131549.404	/MyCase1	7372	0	0	0	0	0	0	0	0	200
1653131549.888	/MyCase1	8540	0	0	0	0	0	0	0	0	200
1653131550.285	/MyCase1	2939	0	0	0	0	0	0	0	0	200
1653131550.620	/MyCase1	3306	0	0	0	0	0	0	0	0	200
1653131550.926	/MyCase1	6896	0	0	0	0	0	0	0	0	200
1653131551.198	/MyCase1	7156	0	0	0	0	0	0	0	0	200
1653131551.454	/MyCase1	11519	0	0	0	0	0	0	0	0	200
1653131551.692	/MyCase1	5327	0	0	0	0	0	0	0	0	200
1653131551.921	/MyCase1	4901	0	0	0	0	0	0	0	0	200
1653131552.130	/MyCase1	5452	0	0	0	0	0	0	0	0	200
1653131552.335	/MyCase1	3594	0	0	0	0	0	0	0	0	200
1653131552.529	/MyCase1	38115	0	0	0	0	0	0	0	0	200
1653131552.715	/MyCase1	4115	0	0	0	0	0	0	0	0	200
1653131552.895	/MyCase1	2506	0	0	0	0	0	0	0	0	200
1653131553.073	/MyCase1	4796	0	0	0	0	0	0	0	0	200
1653131553.237	/MyCase1	2151	0	0	0	0	0	0	0	0	200
1653131553.404	/MyCase1	4454	0	0	0	0	0	0	0	0	200
1653131553.564	/MyCase1	7006	0	0	0	0	0	0	0	0	200
1653131553.714	/MyCase1	6259	0	0	0	0	0	0	0	0	200
1653131553.868	/MyCase1	3990	0	0	0	0	0	0	0	0	200
1653131554.011	/MyCase1	14571	0	0	0	0	0	0	0	0	200
1653131554.155	/MyCase1	3425	0	0	0	0	0	0	0	0	200
1653131554.296	/MyCase1	3331	0	0	0	0	0	0	0	0	200
1653131554.434	/MyCase1	2595	0	0	0	0	0	0	0	0	200
1653131554.567	/MyCase1	4139	0	0	0	0	0	0	0	0	200
1653131554.699	/MyCase1	13027	0	0	0	0	0	0	0	0	200
1653131554.829	/MyCase1	5278	0	0	0	0	0	0	0	0	200
1653131554.960	/MyCase1	3734	0	0	0	0	0	0	0	0	200
1653131555.081	/MyCase1	7634	0	0	0	0	0	0	0	0	200
1653131555.204	/MyCase1	2921	0	0	0	0	0	0	0	0	200
