1653135803.666	/MyCase1	22578	0	0	0	0	0	0	0	0	200
1653135804.387	/MyCase1	7404	0	0	0	0	0	0	0	0	200
1653135804.872	/MyCase1	10374	0	0	0	0	0	0	0	0	200
1653135805.263	/MyCase1	7226	0	0	0	0	0	0	0	0	200
1653135805.600	/MyCase1	2755	0	0	0	0	0	0	0	0	200
1653135805.906	/MyCase1	9987	0	0	0	0	0	0	0	0	200
1653135806.178	/MyCase1	5887	0	0	0	0	0	0	0	0	200
1653135806.434	/MyCase1	10039	0	0	0	0	0	0	0	0	200
1653135806.672	/MyCase1	3829	0	0	0	0	0	0	0	0	200
1653135806.901	/MyCase1	9831	0	0	0	0	0	0	0	0	200
1653135807.111	/MyCase1	3262	0	0	0	0	0	0	0	0	200
1653135807.315	/MyCase1	10723	0	0	0	0	0	0	0	0	200
1653135807.509	/MyCase1	6684	0	0	0	0	0	0	0	0	200
1653135807.697	/MyCase1	6735	0	0	0	0	0	0	0	0	200
1653135807.875	/MyCase1	3871	0	0	0	0	0	0	0	0	200
1653135808.049	/MyCase1	4254	0	0	0	0	0	0	0	0	200
1653135808.222	/MyCase1	3697	0	0	0	0	0	0	0	0	200
1653135808.384	/MyCase1	5793	0	0	0	0	0	0	0	0	200
1653135808.540	/MyCase1	4753	0	0	0	0	0	0	0	0	200
1653135808.698	/MyCase1	2803	0	0	0	0	0	0	0	0	200
1653135808.845	/MyCase1	12077	0	0	0	0	0	0	0	0	200
1653135808.991	/MyCase1	2898	0	0	0	0	0	0	0	0	200
1653135809.137	/MyCase1	2142	0	0	0	0	0	0	0	0	200
1653135809.279	/MyCase1	3178	0	0	0	0	0	0	0	0	200
1653135809.415	/MyCase1	4985	0	0	0	0	0	0	0	0	200
1653135809.548	/MyCase1	2740	0	0	0	0	0	0	0	0	200
1653135809.681	/MyCase1	5159	0	0	0	0	0	0	0	0	200
1653135809.810	/MyCase1	11655	0	0	0	0	0	0	0	0	200
1653135809.941	/MyCase1	5300	0	0	0	0	0	0	0	0	200
1653135810.061	/MyCase1	5699	0	0	0	0	0	0	0	0	200
1653135810.184	/MyCase1	2777	0	0	0	0	0	0	0	0	200
1653135810.305	/MyCase1	3650	0	0	0	0	0	0	0	0	200
1653135810.424	/MyCase1	6522	0	0	0	0	0	0	0	0	200
1653135810.541	/MyCase1	5184	0	0	0	0	0	0	0	0	200
1653135810.656	/MyCase1	5669	0	0	0	0	0	0	0	0	200
1653135810.771	/MyCase1	4625	0	0	0	0	0	0	0	0	200
1653135810.887	/MyCase1	2982	0	0	0	0	0	0	0	0	200
1653135810.995	/MyCase1	8657	0	0	0	0	0	0	0	0	200
1653135811.102	/MyCase1	3705	0	0	0	0	0	0	0	0	200
1653135811.211	/MyCase1	4124	0	0	0	0	0	0	0	0	200
1653135811.316	/MyCase1	12571	0	0	0	0	0	0	0	0	200
1653135811.421	/MyCase1	3908	0	0	0	0	0	0	0	0	200
1653135811.527	/MyCase1	2577	0	0	0	0	0	0	0	0	200
1653135811.628	/MyCase1	5946	0	0	0	0	0	0	0	0	200
1653135811.730	/MyCase1	2128	0	0	0	0	0	0	0	0	200
1653135811.829	/MyCase1	3776	0	0	0	0	0	0	0	0	200
1653135811.929	/MyCase1	4975	0	0	0	0	0	0	0	0	200
1653135812.031	/MyCase1	5348	0	0	0	0	0	0	0	0	200
1653135812.125	/MyCase1	3727	0	0	0	0	0	0	0	0	200
1653135812.221	/MyCase1	3564	0	0	0	0	0	0	0	0	200
1653135812.320	/MyCase1	5194	0	0	0	0	0	0	0	0	200
1653135812.414	/MyCase1	3984	0	0	0	0	0	0	0	0	200
1653135812.503	/MyCase1	2185	0	0	0	0	0	0	0	0	200
1653135812.595	/MyCase1	1784	0	0	0	0	0	0	0	0	200
1653135812.688	/MyCase1	3861	0	0	0	0	0	0	0	0	200
1653135812.778	/MyCase1	2551	0	0	0	0	0	0	0	0	200
1653135812.869	/MyCase1	5330	0	0	0	0	0	0	0	0	200
1653135812.957	/MyCase1	8085	0	0	0	0	0	0	0	0	200
1653135813.045	/MyCase1	8701	0	0	0	0	0	0	0	0	200
1653135813.133	/MyCase1	2056	0	0	0	0	0	0	0	0	200
1653135813.220	/MyCase1	1708	0	0	0	0	0	0	0	0	200
1653135813.307	/MyCase1	4106	0	0	0	0	0	0	0	0	200
1653135813.394	/MyCase1	2986	0	0	0	0	0	0	0	0	200
1653135813.479	/MyCase1	4507	0	0	0	0	0	0	0	0	200
1653135813.559	/MyCase1	7005	0	0	0	0	0	0	0	0	200
1653135813.643	/MyCase1	1227	0	0	0	0	0	0	0	0	200
1653135813.726	/MyCase1	2727	0	0	0	0	0	0	0	0	200
1653135813.809	/MyCase1	2477	0	0	0	0	0	0	0	0	200
1653135813.889	/MyCase1	2428	0	0	0	0	0	0	0	0	200
1653135813.971	/MyCase1	6595	0	0	0	0	0	0	0	0	200
1653135814.055	/MyCase1	8852	0	0	0	0	0	0	0	0	200
1653135814.131	/MyCase1	3451	0	0	0	0	0	0	0	0	200
