1652808446.855		43773	43773	0	0	0	2317	0	0	111	0
1652808447.153		2701	2701	0	0	0	34	0	0	111	0
1652808447.233		3210	3210	0	0	0	29	0	0	111	0
1652808447.426		2453	2453	0	0	0	17	0	0	111	0
1652808447.614		1706	1706	0	0	0	20	0	0	111	0
1652808447.802		1668	1668	0	0	0	19	0	0	111	0
1652808447.985		1335	1335	0	0	0	14	0	0	111	0
1652808448.166		1014	1014	0	0	0	12	0	0	111	0
1652808448.346		1261	1261	0	0	0	11	0	0	111	0
1652808448.522		2370	2370	0	0	0	22	0	0	111	0
1652808448.696		955	955	0	0	0	17	0	0	111	0
1652808448.868		1014	1014	0	0	0	17	0	0	111	0
1652808449.039		1501	1501	0	0	0	18	0	0	111	0
1652808449.206		1230	1230	0	0	0	14	0	0	111	0
1652808449.372		2481	2481	0	0	0	29	0	0	111	0
1652808449.537		1169	1169	0	0	0	13	0	0	111	0
1652808449.699		1740	1740	0	0	0	32	0	0	111	0
1652808449.859		1658	1658	0	0	0	19	0	0	111	0
1652808450.018		1422	1422	0	0	0	12	0	0	111	0
1652808450.176		1588	1588	0	0	0	26	0	0	111	0
1652808450.331		1526	1526	0	0	0	12	0	0	111	0
1652808450.487		1225	1225	0	0	0	12	0	0	111	0
1652808450.638		1327	1327	0	0	0	18	0	0	111	0
1652808450.790		3802	3802	0	0	0	31	0	0	111	0
1652808450.939		1145	1145	0	0	0	14	0	0	111	0
1652808451.089		1587	1587	0	0	0	17	0	0	111	0
1652808451.236		1535	1535	0	0	0	12	0	0	111	0
1652808451.380		1783	1783	0	0	0	15	0	0	111	0
1652808451.525		1770	1770	0	0	0	24	0	0	111	0
1652808451.669		1803	1803	0	0	0	15	0	0	111	0
1652808451.810		1375	1375	0	0	0	20	0	0	111	0
1652808451.951		1460	1460	0	0	0	13	0	0	111	0
1652808452.091		1644	1644	0	0	0	17	0	0	111	0
1652808452.229		1003	1003	0	0	0	12	0	0	111	0
1652808452.367		1154	1154	0	0	0	18	0	0	111	0
1652808452.503		1520	1520	0	0	0	14	0	0	111	0
1652808452.638		1772	1772	0	0	0	14	0	0	111	0
1652808452.773		1365	1365	0	0	0	67	0	0	111	0
1652808452.906		1490	1490	0	0	0	15	0	0	111	0
1652808453.038		1645	1645	0	0	0	15	0	0	111	0
1652808453.170		1287	1287	0	0	0	14	0	0	111	0
1652808453.301		1344	1344	0	0	0	14	0	0	111	0
1652808453.430		1435	1435	0	0	0	15	0	0	111	0
1652808453.558		1370	1370	0	0	0	12	0	0	111	0
1652808453.686		1296	1296	0	0	0	13	0	0	111	0
1652808453.813		1326	1326	0	0	0	15	0	0	111	0
1652808453.939		1492	1492	0	0	0	13	0	0	111	0
1652808454.064		2359	2359	0	0	0	14	0	0	111	0
1652808454.189		1137	1137	0	0	0	13	0	0	111	0
1652808454.313		2234	2234	0	0	0	16	0	0	111	0
1652808454.436		1342	1342	0	0	0	15	0	0	111	0
1652808454.558		1164	1164	0	0	0	11	0	0	111	0
1652808454.679		1469	1469	0	0	0	10	0	0	111	0
1652808454.800		806	806	0	0	0	15	0	0	111	0
1652808454.920		1128	1128	0	0	0	13	0	0	111	0
1652808455.039		1165	1165	0	0	0	25	0	0	111	0
1652808455.158		1161	1161	0	0	0	12	0	0	111	0
1652808455.275		1033	1033	0	0	0	36	0	0	111	0
1652808455.393		990	990	0	0	0	23	0	0	111	0
1652808455.508		1176	1176	0	0	0	29	0	0	111	0
1652808455.625		1347	1347	0	0	0	21	0	0	111	0
1652808455.739		1488	1488	0	0	0	14	0	0	111	0
1652808455.854		778	778	0	0	0	9	0	0	111	0
1652808455.968		1276	1276	0	0	0	12	0	0	111	0
1652808456.081		985	985	0	0	0	13	0	0	111	0
1652808456.194		1059	1059	0	0	0	12	0	0	111	0
1652808456.306		1423	1423	0	0	0	22	0	0	111	0
1652808456.417		946	946	0	0	0	14	0	0	111	0
1652808456.528		1325	1325	0	0	0	13	0	0	111	0
1652808456.639		1144	1144	0	0	0	12	0	0	111	0
1652808456.749		1003	1003	0	0	0	11	0	0	111	0
1652808456.859		1465	1465	0	0	0	570	0	0	111	0
1652808456.966		1393	1393	0	0	0	11	0	0	111	0
