1652732838.597		40995	40995	0	0	0	665	0	0	111	0
1652732838.409		243886	243886	0	0	0	242066	0	0	111	0
1652732838.790		1487	1487	0	0	0	45	0	0	111	0
1652732838.982		1916	1916	0	0	0	33	0	0	111	0
1652732839.171		2006	2006	0	0	0	18	0	0	111	0
1652732839.358		2314	2314	0	0	0	15	0	0	111	0
1652732839.542		1794	1794	0	0	0	38	0	0	111	0
1652732839.723		2244	2244	0	0	0	26	0	0	111	0
1652732839.902		947	947	0	0	0	12	0	0	111	0
1652732840.079		1937	1937	0	0	0	52	0	0	111	0
1652732840.252		753	753	0	0	0	17	0	0	111	0
1652732840.425		1168	1168	0	0	0	12	0	0	111	0
1652732840.594		1226	1226	0	0	0	14	0	0	111	0
1652732840.763		1278	1278	0	0	0	15	0	0	111	0
1652732840.929		2376	2376	0	0	0	19	0	0	111	0
1652732841.093		1066	1066	0	0	0	13	0	0	111	0
1652732841.256		1148	1148	0	0	0	12	0	0	111	0
1652732841.416		1094	1094	0	0	0	9	0	0	111	0
1652732841.575		1251	1251	0	0	0	13	0	0	111	0
1652732841.733		3206	3206	0	0	0	35	0	0	111	0
1652732841.888		1416	1416	0	0	0	15	0	0	111	0
1652732842.042		1248	1248	0	0	0	17	0	0	111	0
1652732842.194		2582	2582	0	0	0	186	0	0	111	0
1652732842.345		3891	3891	0	0	0	14	0	0	111	0
1652732842.495		2069	2069	0	0	0	21	0	0	111	0
1652732842.645		1673	1673	0	0	0	14	0	0	111	0
1652732842.792		1065	1065	0	0	0	11	0	0	111	0
1652732842.936		2382	2382	0	0	0	27	0	0	111	0
1652732843.082		1675	1675	0	0	0	13	0	0	111	0
1652732843.225		1721	1721	0	0	0	20	0	0	111	0
1652732843.367		1356	1356	0	0	0	27	0	0	111	0
1652732843.507		1451	1451	0	0	0	13	0	0	111	0
1652732843.648		1410	1410	0	0	0	13	0	0	111	0
1652732843.785		1007	1007	0	0	0	13	0	0	111	0
1652732843.924		1962	1962	0	0	0	24	0	0	111	0
1652732844.060		22074	22074	0	0	0	66	0	0	111	0
1652732844.195		2473	2473	0	0	0	31	0	0	111	0
1652732844.329		1712	1712	0	0	0	23	0	0	111	0
1652732844.463		2814	2814	0	0	0	18	0	0	111	0
1652732844.595		1322	1322	0	0	0	25	0	0	111	0
1652732844.727		1882	1882	0	0	0	21	0	0	111	0
1652732844.857		851	851	0	0	0	15	0	0	111	0
1652732844.986		1573	1573	0	0	0	14	0	0	111	0
1652732845.115		830	830	0	0	0	12	0	0	111	0
1652732845.242		1608	1608	0	0	0	15	0	0	111	0
1652732845.370		1492	1492	0	0	0	30	0	0	111	0
1652732845.495		1494	1494	0	0	0	16	0	0	111	0
1652732845.621		2541	2541	0	0	0	22	0	0	111	0
1652732845.746		927	927	0	0	0	12	0	0	111	0
1652732845.869		1426	1426	0	0	0	14	0	0	111	0
1652732845.991		1282	1282	0	0	0	13	0	0	111	0
1652732846.115		1415	1415	0	0	0	20	0	0	111	0
1652732846.235		1859	1859	0	0	0	14	0	0	111	0
1652732846.355		1742	1742	0	0	0	20	0	0	111	0
1652732846.476		1244	1244	0	0	0	12	0	0	111	0
1652732846.595		1052	1052	0	0	0	11	0	0	111	0
1652732846.714		1088	1088	0	0	0	21	0	0	111	0
1652732846.832		1033	1033	0	0	0	24	0	0	111	0
1652732846.948		1261	1261	0	0	0	13	0	0	111	0
1652732847.064		2265	2265	0	0	0	13	0	0	111	0
1652732847.180		997	997	0	0	0	10	0	0	111	0
1652732847.296		896	896	0	0	0	10	0	0	111	0
1652732847.410		1010	1010	0	0	0	34	0	0	111	0
1652732847.525		1540	1540	0	0	0	27	0	0	111	0
1652732847.638		1718	1718	0	0	0	34	0	0	111	0
1652732847.750		1363	1363	0	0	0	17	0	0	111	0
1652732847.863		2034	2034	0	0	0	20	0	0	111	0
1652732847.976		1350	1350	0	0	0	19	0	0	111	0
1652732848.084		1440	1440	0	0	0	35	0	0	111	0
1652732848.196		2039	2039	0	0	0	17	0	0	111	0
1652732848.305		1656	1656	0	0	0	15	0	0	111	0
1652732848.415		1151	1151	0	0	0	14	0	0	111	0
1652732848.523		808	808	0	0	0	11	0	0	111	0
1652732848.632		1447	1447	0	0	0	14	0	0	111	0
1652732848.738		1160	1160	0	0	0	14	0	0	111	0
1652732848.846		993	993	0	0	0	27	0	0	111	0
1652732848.953		1045	1045	0	0	0	22	0	0	111	0
1652732849.059		1154	1154	0	0	0	8	0	0	111	0
1652732849.164		944	944	0	0	0	7	0	0	111	0
1652732849.270		779	779	0	0	0	10	0	0	111	0
1652732849.375		1071	1071	0	0	0	16	0	0	111	0
1652732849.479		1646	1646	0	0	0	14	0	0	111	0
