1653136321.288	/MyCase1	297995	0	0	0	0	0	0	0	0	200
1653136321.708	/MyCase1	103397	0	0	0	0	0	0	0	0	200
1653136321.929	/MyCase1	134830	0	0	0	0	0	0	0	0	200
1653136322.101	/MyCase1	95373	0	0	0	0	0	0	0	0	200
1653136322.249	/MyCase1	91748	0	0	0	0	0	0	0	0	200
1653136322.378	/MyCase1	102439	0	0	0	0	0	0	0	0	200
1653136322.493	/MyCase1	100331	0	0	0	0	0	0	0	0	200
1653136322.598	/MyCase1	87063	0	0	0	0	0	0	0	0	200
1653136322.700	/MyCase1	100013	0	0	0	0	0	0	0	0	200
1653136322.793	/MyCase1	93620	0	0	0	0	0	0	0	0	200
1653136322.880	/MyCase1	95699	0	0	0	0	0	0	0	0	200
1653136323.045	/MyCase1	97447	0	0	0	0	0	0	0	0	200
1653136322.968	/MyCase1	257959	0	0	0	0	0	0	0	0	200
1653136323.198	/MyCase1	81745	0	0	0	0	0	0	0	0	200
1653136323.124	/MyCase1	242895	0	0	0	0	0	0	0	0	200
1653136323.270	/MyCase1	98474	0	0	0	0	0	0	0	0	200
1653136323.339	/MyCase1	86278	0	0	0	0	0	0	0	0	200
1653136323.410	/MyCase1	91714	0	0	0	0	0	0	0	0	200
1653136323.472	/MyCase1	80688	0	0	0	0	0	0	0	0	200
1653136323.537	/MyCase1	85560	0	0	0	0	0	0	0	0	200
1653136323.598	/MyCase1	76495	0	0	0	0	0	0	0	0	200
1653136323.661	/MyCase1	90662	0	0	0	0	0	0	0	0	200
1653136323.722	/MyCase1	82912	0	0	0	0	0	0	0	0	200
1653136323.779	/MyCase1	80005	0	0	0	0	0	0	0	0	200
1653136323.833	/MyCase1	94543	0	0	0	0	0	0	0	0	200
1653136323.890	/MyCase1	95532	0	0	0	0	0	0	0	0	200
1653136323.942	/MyCase1	77041	0	0	0	0	0	0	0	0	200
1653136323.995	/MyCase1	90220	0	0	0	0	0	0	0	0	200
1653136324.047	/MyCase1	92155	0	0	0	0	0	0	0	0	200
